timestamp,system,decision,outcome,group_region,group_tier,feature_score
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.884
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.958
2026-08-03T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.151
2026-08-03T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.176
2026-08-03T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.232
2026-08-03T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.233
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.485
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.589
2026-08-03T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.263
2026-08-03T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.004
2026-08-03T12:00:00Z,dispatch-optimizer,1,0,south,basic,0.419
2026-08-03T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.369
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.566
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.953
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.69
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.515
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.618
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.676
2026-08-03T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.054
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.9
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.78
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.875
2026-08-03T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.798
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.392
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.399
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.104
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.634
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.062
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.067
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.209
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.162
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.34
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.053
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.0
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.151
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.101
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.364
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.026
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.874
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.614
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.149
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.252
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.347
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.364
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.123
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.849
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.993
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.466
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.484
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.086
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.102
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.343
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.265
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.829
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.161
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.023
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.951
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.528
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.147
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.543
2026-08-04T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.027
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.528
2026-08-04T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.979
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.863
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.696
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.261
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.367
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.167
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.772
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.533
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.779
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.33
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.223
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.812
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.985
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.853
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.806
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.818
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.74
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.227
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.518
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.356
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.029
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.028
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.279
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.259
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.693
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.957
2026-08-05T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.447
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.937
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.988
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.955
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.365
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.22
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.227
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.197
2026-08-05T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.204
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.624
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.9
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.84
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.479
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.653
2026-08-05T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.8
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.085
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.661
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.91
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.782
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.75
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.478
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.179
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.789
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.333
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.801
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.972
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.396
2026-08-06T12:00:00Z,dispatch-optimizer,1,0,south,premium,0.401
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.947
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.725
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.17
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.127
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.151
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.905
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.807
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.146
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.827
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.98
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.657
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.35
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.549
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.131
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.014
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.971
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.65
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.527
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.934
2026-08-06T12:00:00Z,dispatch-optimizer,1,0,north,premium,0.434
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.872
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.826
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.211
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.252
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.293
2026-08-06T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.241
2026-08-06T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.586
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.259
2026-08-07T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.419
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.131
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.91
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.354
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.458
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.583
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.904
2026-08-07T12:00:00Z,dispatch-optimizer,1,0,north,premium,0.421
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.918
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.502
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.532
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.524
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.019
2026-08-07T12:00:00Z,dispatch-optimizer,1,0,north,premium,0.44
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.183
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.004
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.799
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.172
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.473
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.725
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.556
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.326
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.518
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.555
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.784
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.106
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.56
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.248
2026-08-07T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.277
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.772
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.508
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.562
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.76
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.912
2026-08-07T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.443
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.613
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.506
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.512
2026-08-07T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.693
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.452
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.533
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.478
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.942
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.699
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.877
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.942
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.26
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.56
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.943
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.84
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.137
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.122
2026-08-08T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.442
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.073
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.241
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.073
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.669
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.784
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.897
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.154
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.716
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.66
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.143
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.883
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.968
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.22
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.953
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.398
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.487
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.99
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.832
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.161
2026-08-08T12:00:00Z,dispatch-optimizer,1,0,south,basic,0.432
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.516
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.339
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.196
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.319
2026-08-08T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.722
2026-08-08T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.019
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.554
2026-08-09T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.44
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.018
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.331
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.624
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.512
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.064
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.985
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.788
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.972
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.105
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.266
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.04
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.779
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.27
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.13
2026-08-09T12:00:00Z,dispatch-optimizer,1,0,north,premium,0.422
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.911
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.819
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.259
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.149
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.919
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.571
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.7
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.089
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.058
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.688
2026-08-09T12:00:00Z,dispatch-optimizer,1,0,south,basic,0.425
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.072
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.938
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.634
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.802
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.084
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.856
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.067
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.863
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.454
2026-08-09T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.339
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.553
2026-08-09T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.927
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.268
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.129
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.527
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.238
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.109
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.161
